stimulus1,stimulus2,stimulus3,stimulus4,probeIm,probeCon,load,category,correctResp,mask1,mask2,mask3,mask4,n,delayExplanation.started_mean,delayExplanation.started_raw,delayExplanation.started_std,delayExplanation.stopped_raw,fixDelay_2.started_mean,fixDelay_2.started_raw,fixDelay_2.started_std,fixDelay_2.stopped_raw,fixProbe_inst.started_mean,fixProbe_inst.started_raw,fixProbe_inst.started_std,fixProbe_inst.stopped_raw,mask1_inst.started_mean,mask1_inst.started_raw,mask1_inst.started_std,mask1_inst.stopped_raw,mask2_inst.started_mean,mask2_inst.started_raw,mask2_inst.started_std,mask2_inst.stopped_raw,mask3_inst.started_mean,mask3_inst.started_raw,mask3_inst.started_std,mask3_inst.stopped_raw,mask4_inst.started_mean,mask4_inst.started_raw,mask4_inst.started_std,mask4_inst.stopped_raw,probeInst.started_mean,probeInst.started_raw,probeInst.started_std,probeInst.stopped_raw,probe_inst.started_mean,probe_inst.started_raw,probe_inst.started_std,probe_inst.stopped_mean,probe_inst.stopped_raw,probe_inst.stopped_std,reponseInstr.corr_mean,reponseInstr.corr_raw,reponseInstr.corr_std,reponseInstr.keys_raw,reponseInstr.rt_mean,reponseInstr.rt_raw,reponseInstr.rt_std,reponseInstr.started_mean,reponseInstr.started_raw,reponseInstr.started_std,reponseInstr.stopped_raw,rewardInst.started_mean,rewardInst.started_raw,rewardInst.started_std,rewardInst.stopped_raw,space3.keys_raw,space3.rt_mean,space3.rt_raw,space3.rt_std,space3.started_mean,space3.started_raw,space3.started_std,space3.stopped_raw,space4.keys_raw,space4.rt_mean,space4.rt_raw,space4.rt_std,space4.started_mean,space4.started_raw,space4.started_std,space4.stopped_raw,space5.keys_raw,space5.rt_mean,space5.rt_raw,space5.rt_std,space5.started_mean,space5.started_raw,space5.started_std,space5.stopped_raw,stim1_inst.started_mean,stim1_inst.started_raw,stim1_inst.started_std,stim1_inst.stopped_raw,stim2_inst.started_mean,stim2_inst.started_raw,stim2_inst.started_std,stim2_inst.stopped_raw,stim3_inst.started_mean,stim3_inst.started_raw,stim3_inst.started_std,stim3_inst.stopped_raw,stim4_inst.started_mean,stim4_inst.started_raw,stim4_inst.started_std,stim4_inst.stopped_raw,trialExplanation.started_mean,trialExplanation.started_raw,trialExplanation.started_std,trialExplanation.stopped_raw,order
scrambles/id106_v1_so.jpg,images/id113_v1_so.jpg,scrambles/id133_v1_so.jpg,scrambles/id120_v1_so.jpg,images/id113_v1_so.jpg,1,1,so,b,scrambles/id128_v1_so.jpg,scrambles/id057_v1_ff.jpg,scrambles/id006_v1_fm.jpg,scrambles/id019_v1_fm.jpg,1.0,23.32938575744629,23.32938575744629,0.0,,23.32938575744629,23.32938575744629,0.0,,26.391494750976562,26.391494750976562,0.0,,23.201236724853516,23.201236724853516,0.0,,23.201236724853516,23.201236724853516,0.0,,23.201236724853516,23.201236724853516,0.0,,23.201236724853516,23.201236724853516,0.0,,26.391494750976562,26.391494750976562,0.0,,23.922603607177734,23.922603607177734,0.0,26.4249324798584,26.4249324798584,0.0,1.0,1.0,0.0,'b',0.42710641026496887,0.42710641026496887,0.0,26.391494750976562,26.391494750976562,0.0,,26.843778610229492,26.843778610229492,0.0,,'b',0.42006900906562805,0.42006900906562805,0.0,22.65799331665039,22.65799331665039,0.0,,'b',0.5355020761489868,0.5355020761489868,0.0,23.32938575744629,23.32938575744629,0.0,,'b',2.295564889907837,2.295564889907837,0.0,26.843778610229492,26.843778610229492,0.0,,22.65799331665039,22.65799331665039,0.0,,22.65799331665039,22.65799331665039,0.0,,22.65799331665039,22.65799331665039,0.0,,22.65799331665039,22.65799331665039,0.0,,22.65799331665039,22.65799331665039,0.0,,0.0

extraInfo
participant,
session,001
age,
sex at birth,
dominant hand,
date,2021_Mar_08_2117
expName,Working memory load
psychopyVersion,2020.2.10
frameRate,60.01453551240934
